ticket_id,fecha_creacion,fecha_resolucion,categoria,prioridad,sucursal,doctor_asignado_id,horas_resolucion,cumple_sla,reabierto,comentario
4269,2024-07-08 18:05:27,2024-07-10 09:20:30,Reclamo,alta,Oeste,6,39.3,1,0,Radio mundo europea actitud quien programa. Información presidente estuvo quién cabeza técnica actitud.
4270,2024-03-29 23:55:06,2024-04-11 18:59:18,Sugerencia,baja,Centro,9,307.1,0,1,
4271,2024-04-08 18:36:50,2024-04-14 07:20:34,Sugerencia,baja,Norte,7,132.7,1,0,
4272,2024-12-30 09:31:35,,Petición,media,Sur,17,214.7,0,0,
4273,2024-03-23 05:49:02,2024-03-24 01:09:05,Sugerencia,baja,Sur,15,19.3,1,0,
4274,2024-07-17 17:12:56,2024-07-20 20:11:13,Sugerencia,baja,Sur,11,75.0,1,0,
4275,2024-10-25 15:00:26,2024-10-28 03:26:11,Petición,media,Norte,4,60.4,1,0,
4276,2024-01-08 15:14:05,2024-01-11 13:54:28,Petición,media,Oeste,12,70.7,1,0,"Elecciones prensa encima situación mi momentos. Jefe puedo había.
Cinco cuyo del social mis quiere. Anterior corazón cuba te sala sean. Riesgo cierta tipos obra militares."
4277,2024-11-21 05:20:07,2024-11-23 00:36:38,Petición,media,Norte,1,43.3,1,0,
4278,2024-04-17 06:44:25,2024-04-18 06:48:28,Petición,media,Este,2,24.1,1,0,
4279,2024-04-08 12:10:56,2024-04-08 14:52:18,Queja,alta,Norte,5,2.7,1,0,
4280,2024-02-17 22:49:35,2024-02-20 01:24:54,Sugerencia,baja,Norte,7,50.6,1,0,
4281,2024-11-02 11:26:33,2024-11-02 16:30:00,Reclamo,alta,Sur,8,5.1,1,0,
4282,2024-03-27 08:32:34,2024-03-31 18:01:54,Petición,media,Norte,7,105.5,1,0,
4283,2024-08-15 18:35:12,2024-08-16 14:46:52,Petición,media,Este,16,20.2,1,0,Tratamiento recuerdo destino equipo alto rosa. Tales dirección hizo industria debido semana reunión o. Aquellas tenido pie seguro donde.
4284,2024-05-17 05:47:15,2024-05-17 07:03:39,Queja,alta,Norte,4,1.3,1,0,
4285,2024-10-29 12:14:41,2024-10-30 07:40:30,Reclamo,alta,Norte,5,19.4,1,0,
4286,2024-11-01 22:39:18,2024-11-04 19:32:53,Petición,media,Norte,20,68.9,1,0,
4287,2024-05-22 10:05:58,2024-06-01 01:18:50,Sugerencia,baja,Sur,8,231.2,0,1,Santiago de comenzó equipo permite historia. Salir tribunal te servicio equipo edad. Española j proyecto dio maría ella reforma hicieron. Somos buena club decir estamos quedó.
4288,2024-07-27 08:10:20,2024-07-28 01:54:58,Queja,alta,Sur,8,17.7,1,0,
4289,2024-08-06 16:45:56,2024-08-08 23:40:59,Sugerencia,baja,Sur,8,54.9,1,0,
4290,2024-08-12 18:25:21,2024-08-14 06:05:47,Queja,alta,Norte,1,35.7,1,0,"Socialista dónde muerto importante derecho. Elecciones personas pequeña hace diferentes viaje.
Domingo verdad deben junto calidad acuerdo ambiente. Modelo yo sólo futuro pasar medios."
4291,2024-04-22 21:51:22,2024-04-23 14:27:34,Queja,alta,Oeste,12,16.6,1,0,
4292,2024-09-20 03:48:59,2024-09-20 13:45:25,Sugerencia,baja,Sur,3,9.9,1,0,Debía yo viene nada u ningún palabra adelante. A recursos constitución ciencia abril largo. Cualquier zona hacerlo.
4293,2024-12-30 23:58:52,,Sugerencia,baja,Oeste,13,83.8,1,0,
4294,2024-01-21 09:26:56,2024-02-02 09:06:02,Sugerencia,baja,Este,2,287.7,0,1,"Fiscal organización comunidad sea plazo juan puerta.
Vida cinco derecha papel realizar miedo. Pueda dado ha luego comisión sistemas amigos. Vuelta mis centros ejército."
4295,2024-03-21 16:45:43,2024-03-23 09:33:41,Petición,media,Sur,17,40.8,1,0,"Ahí doctor septiembre del. Suerte reunión g dos práctica.
Menor ministerio hubiera servicio dio josé afirmó queda. C construcción tan fue muchos tipos principios energía."
4296,2024-05-07 13:09:27,2024-05-07 20:02:07,Queja,alta,Oeste,13,6.9,1,0,
4297,2024-07-28 07:04:52,2024-07-28 17:46:10,Petición,media,Norte,5,10.7,1,0,
4298,2024-06-02 01:35:30,2024-06-02 05:48:47,Queja,alta,Este,18,4.2,1,0,
4299,2024-08-17 17:46:12,2024-08-18 09:54:06,Queja,alta,Sur,3,16.1,1,0,
4300,2024-10-01 12:48:58,2024-10-06 02:57:55,Sugerencia,baja,Centro,9,110.1,1,0,
4301,2024-11-03 16:05:15,2024-11-04 00:57:52,Sugerencia,baja,Este,16,8.9,1,0,
4302,2024-01-05 16:48:08,2024-01-08 02:35:33,Reclamo,alta,Norte,5,57.8,0,0,Hijos asimismo hemos. Vio explicó análisis recursos espera total río. Mayo parís embargo serán unas.
4303,2024-01-23 16:43:39,2024-01-25 08:36:21,Queja,alta,Norte,5,39.9,1,0,"Humanos real antonio vino i cuadro imagen dólares. Fuerza pensar medios siendo años.
Mundial hace juan alto. Cultura hacerlo teoría sociedad texto dentro tribunal período."
4304,2024-04-27 10:21:50,2024-04-30 08:26:26,Petición,media,Norte,4,70.1,1,0,
4305,2024-03-08 05:29:19,2024-03-10 00:48:55,Queja,alta,Oeste,12,43.3,1,0,
4306,2024-11-07 08:12:42,2024-11-07 09:57:35,Queja,alta,Oeste,6,1.7,1,0,"Estar curso siempre europea su. Efecto francisco mejores estados presente que.
Tenido interés esto tratamiento. Consejo trabajo través estoy tenían mil serán. Trabajadores mi hijo experiencia."
4307,2024-12-13 20:56:24,2024-12-16 22:51:35,Sugerencia,baja,Este,2,73.9,1,0,"Seis plaza concepto dios. Agua razón quién constitución para diario. Exterior políticas grandes fueron.
Recuerdo serie actual tú desarrollo.
Tan unión fue programa parece humanos septiembre."
4308,2024-11-21 19:54:04,2024-11-22 18:32:36,Reclamo,alta,Norte,7,22.6,1,0,
4309,2024-07-21 09:13:47,2024-07-31 09:07:27,Sugerencia,baja,Sur,8,239.9,0,1,"Otro salud escuela corazón demasiado ahora él primero. Lleva necesidad van julio historia.
Interior particular resultados hermano última además. Han le necesario mes estar."
4310,2024-04-02 17:03:47,2024-04-04 10:59:57,Queja,alta,Sur,3,41.9,1,0,
4311,2024-02-05 13:53:52,2024-02-06 12:17:37,Petición,media,Centro,9,22.4,1,0,Mí conjunto segunda da llegado. Haciendo muerte diez diez a algo humano ir. Debía me ocho. Mantener visita premio proceso enfermedad función.
4312,2024-03-12 22:22:39,2024-03-16 03:09:02,Reclamo,alta,Norte,4,76.8,0,1,
4313,2024-10-01 03:25:02,2024-10-01 07:10:39,Queja,alta,Este,18,3.8,1,0,Centros méxico muerto. Sentido sector centros otros términos saber. Dos libros fácil lenguaje encima precio palabra.
4314,2024-01-15 12:03:31,2024-01-17 04:16:31,Reclamo,alta,Norte,5,40.2,1,0,
4315,2024-07-09 06:13:45,2024-07-12 08:05:40,Queja,alta,Oeste,13,73.9,0,1,
4316,2024-06-24 09:14:23,2024-06-24 14:32:01,Queja,alta,Norte,19,5.3,1,0,
4317,2024-10-06 15:23:43,2024-10-07 16:45:21,Reclamo,alta,Oeste,13,25.4,1,0,Metros precio él corte solución campo conocimiento ni. Pocos busca trabajadores serán. Si estoy historia quien.
4318,2024-03-18 21:44:53,2024-03-19 02:24:33,Sugerencia,baja,Este,2,4.7,1,0,
4319,2024-11-02 03:44:40,2024-11-03 23:43:03,Petición,media,Oeste,6,44.0,1,0,
4320,2024-01-11 06:19:54,2024-01-11 23:15:38,Reclamo,alta,Sur,3,16.9,1,0,"Estaba poner aquí varios. Esa hacerlo educación común sociales mucha.
Defensa segunda domingo papel. Compañía cerca capital nacional título."
4321,2024-09-28 08:32:44,2024-10-01 00:46:26,Petición,media,Sur,3,64.2,1,0,"Ir palabras niños mayores. Pacientes estamos mismo siglo primeras arte uso.
Ello crecimiento debido dentro mi producto. Viejo rodríguez diez comisión."
4322,2024-08-22 00:14:08,2024-08-24 16:17:33,Reclamo,alta,Sur,11,64.1,0,1,"Mucha tarde pocos presenta gracias sol da.
Siquiera así trabajar lejos producto características. Junto hija cierto pequeño única carne fueron."
4323,2024-06-27 06:36:23,2024-06-30 22:01:10,Petición,media,Norte,19,87.4,1,0,
4324,2024-03-09 15:44:52,2024-03-10 06:22:24,Queja,alta,Norte,19,14.6,1,0,
4325,2024-03-04 05:13:30,2024-03-05 14:02:13,Reclamo,alta,Oeste,6,32.8,1,0,Fútbol económica elecciones dicho unidos. Rosa llega decir políticos nacional difícil persona. Hacer dan tres nuestros existencia población particular ejército.
4326,2024-10-13 18:30:07,2024-10-16 11:32:44,Queja,alta,Norte,1,65.0,0,0,
4327,2024-11-14 02:39:03,2024-11-14 04:29:35,Petición,media,Norte,20,1.8,1,0,
4328,2024-05-08 18:05:37,2024-05-12 05:36:23,Queja,alta,Sur,3,83.5,0,1,
4329,2024-02-26 01:21:07,2024-02-26 03:51:52,Queja,alta,Este,14,2.5,1,0,
4330,2024-04-16 00:09:18,2024-04-24 15:37:26,Sugerencia,baja,Este,18,207.5,0,0,
4331,2024-06-17 07:19:34,2024-06-18 16:04:43,Sugerencia,baja,Norte,7,32.8,1,0,
4332,2024-10-18 23:55:47,2024-10-19 14:05:00,Sugerencia,baja,Sur,8,14.2,1,0,
4333,2024-11-02 00:03:30,2024-11-02 13:37:20,Queja,alta,Norte,5,13.6,1,0,
4334,2024-12-13 16:12:29,2024-12-17 08:13:06,Petición,media,Sur,15,88.0,1,0,
4335,2024-09-20 22:55:55,2024-09-23 06:38:50,Sugerencia,baja,Este,18,55.7,1,0,
4336,2024-12-01 00:36:44,2024-12-01 02:10:28,Queja,alta,Norte,19,1.6,1,0,
4337,2024-06-03 16:51:30,2024-06-04 11:26:16,Reclamo,alta,Norte,7,18.6,1,0,
4338,2024-12-03 01:48:48,2024-12-13 19:41:01,Sugerencia,baja,Sur,11,257.9,0,1,
4339,2024-04-05 01:04:03,2024-04-05 11:25:38,Reclamo,alta,Oeste,6,10.4,1,0,
4340,2024-11-30 19:36:06,2024-12-01 01:39:13,Queja,alta,Norte,4,6.1,1,0,
4341,2024-11-17 17:40:21,2024-11-19 11:31:15,Petición,media,Oeste,12,41.8,1,0,
4342,2024-12-05 10:19:29,2024-12-05 11:34:52,Reclamo,alta,Norte,19,1.3,1,0,Sólo manera r mediante donde porque victoria. R hacerlo atención r mí universidad. Propios quien programa i cuya crecimiento etc.
4343,2024-07-23 11:43:30,2024-07-24 20:48:53,Reclamo,alta,Este,16,33.1,1,0,
4344,2024-10-19 15:04:13,2024-10-21 16:57:16,Queja,alta,Este,14,49.9,0,1,
4345,2024-11-30 08:28:24,2024-12-04 14:39:49,Sugerencia,baja,Este,16,102.2,1,0,
4346,2024-07-03 06:49:17,2024-07-05 19:08:06,Sugerencia,baja,Norte,10,60.3,1,0,
4347,2024-02-02 06:32:25,2024-02-04 03:10:14,Queja,alta,Oeste,13,44.6,1,0,
4348,2024-07-19 16:44:11,2024-07-22 11:19:17,Petición,media,Centro,9,66.6,1,0,
4349,2024-10-14 18:30:31,2024-10-22 23:58:13,Sugerencia,baja,Sur,8,197.5,0,1,
4350,2024-07-11 21:30:44,2024-07-17 00:24:47,Sugerencia,baja,Centro,9,122.9,1,0,
4351,2024-11-25 14:50:39,2024-12-01 23:57:59,Sugerencia,baja,Sur,15,153.1,1,0,"Clase niño mujeres jefe puntos. C te puso diversas marco pequeño del.
Cinco efecto programas.
Era siete cama justicia precio. Supuesto historia sector. Voluntad corte afirmó."
4352,2024-06-03 14:18:59,2024-06-04 12:49:43,Reclamo,alta,Norte,5,22.5,1,0,
4353,2024-11-24 23:44:12,2024-11-25 10:15:24,Reclamo,alta,Norte,7,10.5,1,0,
4354,2024-02-10 09:24:22,2024-02-24 04:52:28,Sugerencia,baja,Norte,1,331.5,0,0,
4355,2024-11-12 15:48:22,2024-11-16 19:48:07,Sugerencia,baja,Este,14,100.0,1,0,
4356,2024-04-10 09:32:02,2024-04-11 10:59:01,Queja,alta,Sur,3,25.4,1,0,
4357,2024-01-02 12:09:37,2024-01-02 17:53:01,Reclamo,alta,Norte,20,5.7,1,0,"Dinero para único seis. Términos además obras sea.
España hospital proyectos sentido trabajo año. Mirada anterior sobre ejército economía premio afirmó."
4358,2024-06-30 17:20:50,2024-07-05 03:22:14,Sugerencia,baja,Este,14,106.0,1,0,Crisis recursos i abril segundo políticas aparece. Políticos banco éxito nuestra hacia siguiente cuatro quien.
4359,2024-03-07 18:09:05,2024-03-08 16:29:35,Reclamo,alta,Norte,10,22.3,1,0,
4360,2024-12-23 18:16:22,2024-12-23 23:45:00,Reclamo,alta,Sur,3,5.5,1,0,
4361,2024-12-02 03:39:59,2024-12-02 08:12:46,Petición,media,Oeste,13,4.5,1,0,
4362,2024-06-02 16:05:56,2024-06-03 12:03:37,Queja,alta,Norte,20,20.0,1,0,Habla entre parís. Experiencia martín alguna sino compañía. Mes causa ésta europa. Modelo crecimiento centros de volvió marzo.
4363,2024-03-14 09:48:12,2024-03-15 21:30:39,Reclamo,alta,Centro,9,35.7,1,0,
4364,2024-02-23 17:44:35,2024-02-24 09:50:55,Reclamo,alta,Este,14,16.1,1,0,
4365,2024-04-23 23:55:21,2024-04-24 05:24:54,Queja,alta,Norte,5,5.5,1,0,
4366,2024-07-26 20:02:40,2024-08-01 13:23:02,Sugerencia,baja,Norte,5,137.3,1,0,
4367,2024-06-22 20:25:47,2024-06-22 22:34:09,Queja,alta,Norte,19,2.1,1,0,
4368,2024-12-12 22:22:27,2024-12-13 10:57:53,Reclamo,alta,Norte,4,12.6,1,0,
4369,2024-02-29 15:36:38,2024-03-01 04:10:24,Petición,media,Norte,19,12.6,1,0,
4370,2024-02-28 00:54:09,2024-02-28 06:30:06,Queja,alta,Norte,4,5.6,1,0,Etapa junto mucha aun diferentes sea. Así gran mejor. Formación diez cambio cosa etapa hombre. Ii universidad fuentes cambio explicó santa mes.
4371,2024-08-23 22:45:44,2024-08-24 23:43:44,Sugerencia,baja,Sur,11,25.0,1,0,Primeras tierra cierto atención verdad sus ser. Programas claro esos por pequeño sociedad.
4372,2024-07-10 10:21:09,2024-07-10 21:05:13,Reclamo,alta,Norte,7,10.7,1,0,Primeros lucha e análisis unos efectos cabeza. Europa ejemplo unas república. Momento presente hubiera mantener llegó la naturaleza.
4373,2024-07-16 18:59:41,2024-07-17 00:53:01,Sugerencia,baja,Oeste,12,5.9,1,0,"Económico políticas porque media. S técnica seis muestra tampoco intereses. Mundo felipe g todo hija.
Tenía quién hablar como. Necesario alta economía dado otra formas."
4374,2024-03-05 11:22:37,2024-03-05 21:17:45,Queja,alta,Norte,5,9.9,1,0,
4375,2024-04-23 21:16:34,2024-04-24 14:56:21,Reclamo,alta,Centro,9,17.7,1,0,"Volvió vino han e. Única estas miedo mal. Gobierno nuestras puntos salir siquiera cosas difícil. Espacio paciente tenido mientras para.
Pese lugar desde bien. Resultado forma cosas abril."
4376,2024-03-01 18:10:34,2024-03-04 14:15:57,Sugerencia,baja,Sur,3,68.1,1,0,
4377,2024-02-19 17:09:53,2024-02-20 22:55:28,Petición,media,Norte,1,29.8,1,0,"Humanos acerca enero especial solamente. Así sobre chile esos. Pequeña hasta segunda porque. Grado otros evitar éxito ante estamos diez amor.
R parte marco semanas. O i caso mira baja palabras."
4378,2024-06-26 00:45:38,2024-06-27 14:14:10,Reclamo,alta,Norte,4,37.5,1,0,
4379,2024-07-22 13:35:25,2024-07-23 11:08:12,Sugerencia,baja,Sur,11,21.5,1,0,Izquierda derecho dan figura aparece caso sí muchas. Nivel mis especie carácter. Plazo algún dirección fue.
4380,2024-10-20 20:30:34,2024-10-24 03:20:19,Sugerencia,baja,Norte,7,78.8,1,0,
4381,2024-10-03 22:13:25,2024-10-04 06:04:47,Sugerencia,baja,Norte,1,7.9,1,0,
4382,2024-07-29 15:57:42,2024-07-29 21:30:33,Petición,media,Norte,19,5.5,1,0,"Causa político libertad grado sabe consumo ocasiones. Etapa cargo tenemos mercado allá mundo acción personal.
Máximo paz interés mes n haya millones. Ese ocasión sabía estado ya grupo pequeño."
4383,2024-12-15 21:43:51,2024-12-16 18:38:00,Reclamo,alta,Oeste,12,20.9,1,0,
4384,2024-07-14 18:32:03,2024-07-15 13:40:11,Reclamo,alta,Oeste,13,19.1,1,0,
4385,2024-01-04 10:01:33,2024-01-06 13:32:48,Queja,alta,Este,18,51.5,0,1,
4386,2024-06-19 10:22:44,2024-06-20 08:32:35,Queja,alta,Norte,7,22.2,1,0,
4387,2024-11-10 22:40:28,2024-11-14 14:50:47,Queja,alta,Este,2,88.2,0,1,
4388,2024-11-07 02:23:43,2024-11-07 03:32:55,Queja,alta,Centro,9,1.2,1,0,
4389,2024-05-20 05:00:21,2024-05-20 11:38:11,Petición,media,Norte,10,6.6,1,0,
4390,2024-02-12 11:57:29,2024-02-12 17:53:18,Sugerencia,baja,Sur,17,5.9,1,0,
4391,2024-11-18 17:08:43,2024-11-19 20:59:30,Sugerencia,baja,Este,18,27.8,1,0,
4392,2024-08-08 19:15:16,2024-08-09 14:28:28,Reclamo,alta,Norte,5,19.2,1,0,
4393,2024-01-23 15:58:01,2024-01-27 06:11:00,Petición,media,Norte,5,86.2,1,0,
4394,2024-07-09 01:30:48,2024-07-09 07:59:02,Sugerencia,baja,Sur,15,6.5,1,0,
4395,2024-03-30 13:28:05,2024-04-03 01:19:56,Reclamo,alta,Norte,7,83.9,0,1,
4396,2024-09-17 15:47:54,2024-09-19 17:19:01,Queja,alta,Este,18,49.5,0,0,
4397,2024-04-29 10:51:34,2024-04-29 18:56:06,Reclamo,alta,Este,14,8.1,1,0,
4398,2024-01-23 04:20:47,2024-01-23 06:02:32,Reclamo,alta,Oeste,6,1.7,1,0,
4399,2024-06-09 03:41:12,2024-06-09 08:40:46,Queja,alta,Norte,20,5.0,1,0,
4400,2024-12-18 04:13:15,2024-12-18 13:19:53,Petición,media,Norte,5,9.1,1,0,
4401,2024-02-06 07:14:10,2024-02-06 15:35:21,Petición,media,Norte,7,8.4,1,0,
4402,2024-04-19 04:32:00,2024-04-21 02:47:26,Petición,media,Sur,8,46.3,1,0,
4403,2024-04-21 13:39:09,2024-04-23 02:40:55,Sugerencia,baja,Sur,3,37.0,1,0,
4404,2024-10-05 09:22:21,2024-10-07 11:42:36,Sugerencia,baja,Sur,15,50.3,1,0,Papel clase ciento pueden sola. Aparece sido buscar duda quería desarrollo aspecto lado.
4405,2024-02-12 20:14:04,2024-03-03 08:45:15,Sugerencia,baja,Este,14,468.5,0,1,Puede noche ante. Figura imagen creación encuentra pudo memoria iglesia pública. Poder salida puede vez cultural marzo nacional respecto.
4406,2024-08-31 07:52:49,2024-09-01 15:57:54,Reclamo,alta,Sur,8,32.1,1,0,
4407,2024-01-02 08:46:02,2024-01-04 23:54:51,Reclamo,alta,Oeste,12,63.1,0,1,"Mundial le película josé c único.
Políticos dejó ninguna movimiento estudios sus amigos. Juicio salir cuenta mujeres hacia.
Datos pues deseo habría mediante desarrollo jóvenes. Quienes tarde prueba."
4408,2024-01-31 01:39:22,2024-01-31 05:25:48,Queja,alta,Norte,19,3.8,1,0,
4409,2024-10-11 18:59:21,2024-10-13 22:38:37,Sugerencia,baja,Oeste,6,51.7,1,0,
4410,2024-12-20 03:17:57,2024-12-20 19:49:14,Queja,alta,Este,2,16.5,1,0,
4411,2024-10-02 08:01:22,2024-10-02 14:29:06,Petición,media,Norte,19,6.5,1,0,"Aumento hacia internacional calle porque. Según piel cambios sin atención voy países.
Cultura nuevo yo otras. Región expresión caso tuvo. Producción asunto hasta amigos."
4412,2024-02-13 14:19:41,2024-02-13 14:37:28,Petición,media,Sur,3,0.3,1,0,
4413,2024-05-06 12:36:18,2024-05-07 13:02:07,Queja,alta,Norte,5,24.4,1,0,"Junio n mar. Congreso te guerra solución mismo objeto principal.
Medios general líder creo perdido gobierno. Tendrá mejores precio período perdido europa muestra."
4414,2024-03-16 14:25:38,2024-03-20 01:38:43,Petición,media,Sur,15,83.2,1,0,Tendrá duda crecimiento capaz. Podemos otra diez grupos valor título calle acto.
4415,2024-08-05 03:35:57,2024-08-05 16:06:16,Reclamo,alta,Este,18,12.5,1,0,"Color haciendo españa miguel imagen día mesa. Propio presente soy argentina había.
Más hubo material millones. Cuatro grado posibilidades texto forma solamente."
4416,2024-12-22 06:11:31,2024-12-24 09:22:38,Petición,media,Este,16,51.2,1,0,
4417,2024-02-28 05:58:25,2024-02-28 18:24:56,Reclamo,alta,Centro,9,12.4,1,0,
4418,2024-01-29 17:23:21,2024-01-29 17:52:03,Queja,alta,Centro,9,0.5,1,0,
4419,2024-02-29 01:22:32,2024-02-29 12:38:27,Queja,alta,Este,18,11.3,1,0,
4420,2024-08-09 23:34:18,2024-08-10 21:27:28,Sugerencia,baja,Norte,5,21.9,1,0,Pensar casos varios soy santiago médico. Casa final carne él. Eso b interior asimismo chile operación tendrá veces.
4421,2024-03-09 22:51:22,2024-03-10 05:17:18,Petición,media,Oeste,6,6.4,1,0,
4422,2024-05-30 15:18:14,2024-06-02 15:28:35,Reclamo,alta,Oeste,13,72.2,0,1,Mirada podría nacional derechos ir. Dar aire embargo junto julio suficiente miguel. Propios condiciones fuerte diversos televisión nuevos. Puedo fue bien régimen revolución tres calidad.
4423,2024-09-05 19:07:32,2024-09-06 16:57:02,Queja,alta,Sur,8,21.8,1,0,
4424,2024-12-13 08:38:06,2024-12-20 14:01:40,Sugerencia,baja,Norte,19,173.4,0,1,
4425,2024-12-19 13:16:14,2024-12-19 20:51:27,Queja,alta,Sur,3,7.6,1,0,
4426,2024-12-08 22:43:43,2024-12-10 23:41:01,Sugerencia,baja,Sur,17,49.0,1,0,
4427,2024-09-21 01:14:32,2024-09-22 03:50:58,Sugerencia,baja,Norte,20,26.6,1,0,"Suficiente poder todo sentido imposible vista fue. Música importancia todavía.
Económico soy alto realizar arriba cuatro concepto jóvenes. Países año sigue conseguir importantes porque carácter."
4428,2024-07-12 01:57:55,2024-07-12 10:21:06,Petición,media,Sur,15,8.4,1,0,"Baja estoy muy para forma.
Ejemplo cuadro aire diez si amigo padre parís. Ver cuales todo mientras tema ciento. Muy da maría sociales señor."
4429,2024-11-02 20:46:49,2024-11-03 22:17:09,Sugerencia,baja,Norte,10,25.5,1,0,"Hecho casi san boca corazón aunque allá aire. Yo necesidad posible.
Nunca rodríguez origen bajo lenguaje línea. También principales capaz respecto soy lugar."
4430,2024-03-27 03:51:20,2024-03-28 12:50:08,Queja,alta,Norte,20,33.0,1,0,
4431,2024-08-18 22:56:54,2024-08-19 22:36:54,Reclamo,alta,Oeste,12,23.7,1,0,
4432,2024-01-17 01:25:15,2024-01-19 01:20:58,Petición,media,Este,16,47.9,1,0,
4433,2024-11-19 08:16:40,2024-11-22 21:18:26,Sugerencia,baja,Oeste,13,85.0,1,0,
4434,2024-09-07 12:16:18,2024-09-18 13:46:43,Sugerencia,baja,Oeste,6,265.5,0,1,
4435,2024-03-20 03:34:47,2024-03-20 08:18:45,Petición,media,Oeste,13,4.7,1,0,
4436,2024-02-19 16:34:38,2024-02-20 01:40:48,Reclamo,alta,Norte,19,9.1,1,0,
4437,2024-08-28 08:38:52,2024-08-28 19:58:37,Queja,alta,Norte,7,11.3,1,0,
4438,2024-04-30 13:34:46,2024-05-02 09:09:23,Queja,alta,Norte,7,43.6,1,0,
4439,2024-02-06 14:38:55,2024-02-29 04:08:50,Sugerencia,baja,Norte,1,541.5,0,1,
4440,2024-08-25 09:48:31,2024-08-25 15:48:40,Reclamo,alta,Norte,1,6.0,1,0,
4441,2024-12-03 06:57:16,2024-12-05 15:53:58,Queja,alta,Norte,1,56.9,0,1,Nuestra acto américa ese existe sus habla. Creación padres régimen justicia hace mayores sabía. Sería debía amigos problema.
4442,2024-05-28 17:46:15,2024-05-30 14:17:47,Reclamo,alta,Sur,3,44.5,1,0,Fuerza eso visita palabras cierta podemos derecho. Nacional explicó fiscal puntos horas. Población he volver cualquier.
4443,2024-01-28 20:46:53,2024-01-29 02:52:50,Queja,alta,Sur,15,6.1,1,0,
4444,2024-11-11 17:19:12,2024-11-12 05:11:47,Queja,alta,Oeste,13,11.9,1,0,
4445,2024-12-21 18:12:06,2024-12-22 08:04:17,Queja,alta,Norte,20,13.9,1,0,
4446,2024-04-30 09:54:51,2024-05-04 04:00:24,Reclamo,alta,Oeste,6,90.1,0,1,"Oro ambos van música. Calle debía fútbol entre estaban informe posibilidad tengo.
Horas proceso fiscal lado antonio psoe resulta. Pesetas ellos iba causa estos juez."
4447,2024-10-25 22:47:34,2024-10-26 03:42:38,Queja,alta,Oeste,12,4.9,1,0,
4448,2024-12-30 09:53:07,,Petición,media,Oeste,13,108.6,1,0,
4449,2024-11-06 06:05:34,2024-11-06 16:27:24,Queja,alta,Norte,1,10.4,1,0,
4450,2024-08-18 05:13:55,2024-08-19 13:53:58,Queja,alta,Norte,5,32.7,1,0,
4451,2024-10-09 18:00:59,2024-10-10 05:37:03,Reclamo,alta,Este,14,11.6,1,0,
4452,2024-01-15 08:21:26,2024-01-16 07:13:05,Reclamo,alta,Sur,11,22.9,1,0,Dinero paciente destino diario dónde europa de. Su parecía barcelona derecho rosa quién desarrollo. Deja cabo grupos dan importancia según veces apoyo.
4453,2024-09-11 08:05:54,2024-09-20 01:05:27,Sugerencia,baja,Sur,8,209.0,0,0,
4454,2024-01-30 20:11:53,2024-02-01 14:48:57,Queja,alta,Norte,20,42.6,1,0,
4455,2024-03-29 12:22:14,2024-03-31 11:21:36,Queja,alta,Este,2,47.0,1,0,
4456,2024-12-08 11:46:56,2024-12-08 13:15:58,Reclamo,alta,Norte,20,1.5,1,0,
4457,2024-01-05 18:33:08,2024-01-06 19:21:58,Reclamo,alta,Norte,4,24.8,1,0,Libros dice allí amigo presencia aumento. Mismo país mar tampoco electoral doctor conseguir español. Cuanto habrá cargo incluso barcelona luz.
4458,2024-05-31 21:54:32,2024-06-01 01:54:19,Queja,alta,Este,18,4.0,1,0,
4459,2024-09-28 03:28:00,2024-09-28 16:32:43,Reclamo,alta,Norte,19,13.1,1,0,Psoe tenido puso línea esfuerzo aunque acciones. Quizá centro razones mira piel. Cuales varias línea países fecha.
4460,2024-05-31 11:11:44,2024-06-01 08:43:11,Queja,alta,Sur,3,21.5,1,0,
4461,2024-01-18 04:40:23,2024-01-18 19:16:05,Queja,alta,Norte,4,14.6,1,0,
4462,2024-09-29 03:57:44,2024-10-01 14:00:41,Petición,media,Oeste,12,58.0,1,0,
4463,2024-06-27 21:42:10,2024-07-15 03:39:21,Petición,media,Oeste,12,414.0,0,1,
4464,2024-07-06 21:08:42,2024-07-07 17:19:23,Sugerencia,baja,Norte,10,20.2,1,0,
4465,2024-07-24 15:07:31,2024-07-27 18:32:00,Petición,media,Sur,17,75.4,1,0,
4466,2024-09-03 20:22:05,2024-09-05 05:54:01,Petición,media,Oeste,13,33.5,1,0,
4467,2024-04-12 18:00:33,2024-04-12 20:48:29,Queja,alta,Norte,1,2.8,1,0,
4468,2024-09-03 01:04:50,2024-09-03 22:58:12,Sugerencia,baja,Sur,15,21.9,1,0,
4469,2024-02-26 08:45:24,2024-02-29 03:21:54,Reclamo,alta,Sur,17,66.6,0,1,
4470,2024-01-13 06:09:53,2024-01-15 14:01:50,Reclamo,alta,Oeste,13,55.9,0,0,
4471,2024-06-08 17:22:31,2024-06-10 21:44:31,Queja,alta,Norte,7,52.4,0,1,
4472,2024-11-08 06:56:01,2024-11-29 02:00:37,Sugerencia,baja,Norte,5,499.1,0,1,
4473,2024-06-16 02:54:41,2024-06-16 18:16:44,Petición,media,Este,2,15.4,1,0,
4474,2024-09-02 15:17:37,2024-09-03 00:54:44,Queja,alta,Norte,4,9.6,1,0,
4475,2024-11-04 00:10:23,2024-11-07 06:54:16,Petición,media,Sur,3,78.7,1,0,
